"date,""lastTrafficSource"",""UTMCampaign_clear"",""UTMSource"",""UTMMedium"",""UTMContent"",""UTMTerm"",""visitID"",""submits"",""res"",""subs_all"",""account_num"",""created_flag"",""call_answered_flag"",""quality_flag"",""quality""";;;;
"2025-05-01,Ad traffic,""06133744"",yandex,cpc,""14313890_2xtno4"",rle1hmy,1,0.0,0.0,0.0,0,0,0,0,0";;;;
"2025-05-01,Ad traffic,""1"",vsp,vsp,Not specified,Not specified,1,0.0,0.0,0.0,0,0,0,0,0";;;;
"2025-05-01,Ad traffic,""111959248"",yandex,cpc,|cid|111959248|gid|5471099176|ad|16331752758_16331752758|ph_id|53563331106|src|none_search|geo|Р•РєР°С‚РµСЂРёРЅР±СѓСЂРі_54|,СЃР±РµСЂР±Р°РЅРє РґР»СЏ РёРї,1,0.0,0.0,0.0,0,0,0,0,0";;;;
"2025-05-01,Ad traffic,""111959248"",yandex,cpc,|cid|111959248|gid|5471099176|ad|16331752758_16331752758|ph_id|53563331106|src|none_search|geo|РњРѕСЃРєРІР°_213|,СЃР±РµСЂР±Р°РЅРє РґР»СЏ РёРї,1,0.0,0.0,0.0,0,0,0,0,0";;;;
"2025-05-01,Ad traffic,""17262419"",yandex,cpc,""06207593_wqo5rb"",""0ywgx9h"",1,0.0,0.0,0.0,0,0,0,0,0";;;;
"2025-05-01,Ad traffic,""22066899"",yandex,cpc,""25240177_4dz8w6"",""0co6kzb"",1,0.0,0.0,0.0,0,0,0,0,0";;;;
"2025-05-01,Ad traffic,""23226611"",yandex,cpc,""21452142_8fzif2"",theyf6z,1,0.0,0.0,0.0,0,0,0,0,0";;;;
"2025-05-01,Ad traffic,""23489139"",yandex,cpc,""35056961_xugat2"",""1oa5i8f"",1,0.0,0.0,0.0,0,0,0,0,0";;;;
"2025-05-01,Ad traffic,""24587886"",yandex,cpm,""05297388_qzkdna"",""9ao1zmr"",1,0.0,0.0,0.0,0,0,0,0,0";;;;
